EA343100-1A37-4239-A3CB-B92240B935CF,SdioSmm
077A3100-1667-45FA-B98C-37651B5073EE,TpmSmbiosDxe
ECEBCB00-D9C8-11E4-AF3D-8CDCD426C973,HttpBootDxe
580DD900-385D-11D7-883A-00500473D4EB,Uhcd
8F0B5301-C79B-44F1-8FD3-26D73E316700,PowerMgmtSmm
8F5A2E02-538C-4D59-B920-C4786ACBC552,Ahci
65986603-43BC-4ABF-94D8-5A58847381A6,SiliconPolicyDxe
F7F32304-DEB0-4F6D-B24B-2A64761C6DE4,OemPkgPei
77EB6C06-FD48-488B-A1B3-AE0A70801369,CryptoDXE
9BFE0707-8174-4B8A-A5F5-556FB10E8843,RTCWakeup
1C98780A-C67D-4D9B-A9D8-4AC0487A6D6E,PcdRecoveryPei
42857F0A-13F2-4B21-8A23-53D3F714B840,CapsuleRuntimeDxe
1B45CC0A-156A-428A-AF62-49864DA0E6E6,PEI apriori file
E764500B-E398-4AB7-BBBC-99A8E683681F,MeSmbiosDxe
6D4BAA0B-F431-4370-AF19-99D6209239F6,BiosGuardServices
D0927E0C-FEA5-4569-8AC0-33C8F60E5073,NvmeRstPassword
1807040D-5934-41A2-A088-8E0F777F71AB,NvramDxe
CDC1C80D-E6D3-4A42-9229-75F3BEFCF109,PciOutOfResourceSetupPage
4A6D890F-93C3-4B6D-A67D-5F2C4DCE347B,RuntimeSmm
2366C20F-E15A-11E3-8BF1-E4115B28BC50,HttpDxe
5E5CF20F-B63F-11E1-835E-386077F11E9D,I2cTouchPanelDxe
2BA0D612-C3AD-4249-915D-AA0E8709485F,SdioDriver
52C05B14-0B98-496C-BC3B-04B50211D680,PeiCore
56BBC314-B442-4D5A-BA5C-D842DAFDBB24,PlatformInitAdvancedPreMem
9F3A0016-AE55-4288-829D-D55FD3AAC347,AmiBoardInfo2
94734718-0BBC-47FB-96A5-EE7A5AE6A2AD,Dhcp4Dxe
6298FE18-D5EF-42B7-BB0C-2953283F5704,SleepSmi
490D0119-4448-440D-8F5C-F58FB53EE057,PolicyInitAdvancedDxe
80D7491A-F7D9-479D-A8F7-1B393B02ED66,FastBootRuntime
BDAD7D1A-4C48-4C75-B5BC-D002D17F6397,AhciRecovery
39E8CA1A-7A69-4A73-834A-D06381933286,UsbPei
654FE61A-2EDA-4749-A76A-56ED7ADE1CBE,CmosPei
2D1E361C-7B3F-4D15-8B1F-66E551FABDC7,SaLateInitSmm
EEEE611D-F78F-4FB9-B868-55907F169280,PlatformInitPreMem
4E82091E-32A1-4689-8A00-CDE41ED63CDD,SioDxeInit
579A7D1F-C166-4D0D-ADDB-B20B8B768B72,TmeInitDxe
A062CF1F-8473-4AA3-8793-600BC4FFE9A8,CsmDxe
8434DA1F-5CEB-402E-A93C-038CBE0F3F0E,OA3_SMM
4953F720-006D-41F5-990D-0AC7742ABB60,IntelGigabitLan
FF917E22-A228-448D-BDAA-68EFCCDDA5D3,TxtDxe
C56EDB22-3D78-4705-A222-BDD6BD154DA0,TpmClearOnRollbackSmm
0A845224-8675-4241-8AE9-4D94C93DEB90,PauseKey
C1FBD624-27EA-40D1-AA48-94C3DC5C7E0D,SbPei
86D70125-BAA3-4296-A62F-602BEBBB9081,DxeIpl
A20F7425-BC87-47D1-945C-637603323584,PlatformConfigTool
61422D26-81EC-47FF-B6CF-939EAEE73FBA,StatusCodeDxe
7D655829-26DD-4342-96AD-04899477C3FA,SpiSmmStub
9622E42C-8E38-4A08-9E8F-54F784652F6B,AcpiTableDxe
87EA012D-CBAD-44C1-8431-61193A060941,PeriodicSmiControl
59ADD62D-A1C0-44C5-A90F-A1168770468C,PlatformInitPostMem
1BA0062E-C779-4582-8566-336AE8F78F09,Volume Top File
C464322E-3DC4-49AD-B9FD-AF1B56B2249B,HwAssetDxe
B3D3502E-CB82-4017-AB34-2F17D2D7035F,PepBccdSmm
AB7ED12E-1D78-4635-AB87-23F00A911EC7,RomLayoutDxe
655B0D2F-BCF1-4B1E-9A6A-A2E891BB50E4,BiosGuardFirmwareVersionPeim
3E7DD42F-A67E-4D4F-BC02-2B5A6EC8DAE9,SetupVariablePei
4BD0EB2F-3A2D-442E-822D-753516F75424,PchInitDxeTgl
316B1230-0500-4592-8C09-EABA0FB6B07F,SmmHddSecurity
918ABA30-3D8D-4BB5-B849-45CC4FC7DE7C,Dptf
67820532-7613-4DD3-9ED7-3D9BE3A7DA63,Aint13
2688B232-9C02-4C12-BE1F-857C0FF2AAE3,TcgDxeplatform
CE366D33-B057-4C03-8561-CAF17738B66F,WdtAppDxe
1310BA34-D7B4-4A80-A645-8C0417C6AA55,AmiMemoryInfoConfig
838DCF34-907B-4D55-9A4B-A0EF7167B5F4,NvramPei
33FB3535-F15E-4C17-B303-5EB94595ECB6,SmmLockBox
B7EE4835-84CE-4B15-BF52-2D11574CE470,HardwareSignatureEntry
ACD28235-075B-48B5-98A1-DA04FCAF84F3,SiInitDxe
E8633F36-4B3F-4635-84E5-8ED68BAB5B78,GpioPostMem
C9A6DE36-FDFF-4FAF-8343-85D9E3470F43,NvmeInt13
6FD18837-36E6-46EC-8F61-6730E3E23D50,JhiDxe
E9312938-E56B-4614-A252-CF7D2F377E26,AmiTcgPlatformPeiBeforeMem
E2A74738-8934-48F5-8412-99E948C8DC1B,SmbiosDmiEdit
B13EDD38-684C-41ED-A305-D7B7E32497DF,Smbios
3D360939-4AEC-4FB7-9D0C-BBC808D57B21,PlatformInitAdvancedPostMem
76ED893A-B2F9-4C7D-A05F-1EA170ECF6CD,IntelGraphicsPeiDriver
9962883C-C025-4EBB-B699-4EA4D147C8A8,AmiTxtTcgPeim
16D0A23E-C09C-407D-A14A-AD058FDD0CA1,ACPI
5DFAE03E-9C19-4996-85BF-65297BD4137F,PlatformVTdSampleDxe
9029F23E-E1EE-40D1-9382-36DD61A63EAA,IT8613PeiInit
24DDC83F-9F06-44AB-B696-60FE7DF2C948,RstVmdPeim
B219E140-DFFC-11E3-B956-0022681E6906,DnsDxe
6C289241-E240-483F-9E3E-872C0396B599,FlashSmiSmm
0C989D41-F4B4-4244-9D7F-E9FFB4163273,FastBootOption
2D59F041-53A4-40D0-A6CD-844DC0DFEF17,SmmS3SaveState
CBC91F44-A4BC-4A5B-8696-703451D0B053,AMI v2 protected ranges hash file
55E76644-78A5-4A82-A900-7126A5798892,HeciInit
0CEFD645-588E-4ED7-9943-054808CD7572,SiFirmwareVersionDxe
76864548-0261-410E-A8B4-01615BFA3E0A,FwKeyHobPei
B8FE3D49-DCF3-4CBB-8070-47B4F5A34559,GopDebugDxe
