        Type         |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 NVAR entry          | Full                  | 00401AF9 | 00000047 | 7ACD221A | ----- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | UsbSupport
 NVAR entry          | Full                  | 00401B40 | 00000023 | F62056C2 | ----- D1405D16-7AFC-4695-BB12-41459D3695A2 | NetworkStackVar
 NVAR entry          | Full                  | 00401B63 | 00000072 | CA89B731 | ----- EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9 | SdioDevConfiguration
 NVAR entry          | Full                  | 00401BD5 | 00000022 | 97015D5F | ----- 7B59104A-C00D-4158-87FF-F04D6396A915 | SecureBootSetup
 NVAR entry          | Full                  | 00401BF7 | 00000018 | 4F3FFB92 | ----- 80E1202E-2697-4264-9CC9-80762C3E5863 | Setup
 Free space          |                       | 00401C0F | 00000010 | 3FB3C61A | ----- Free space
 NVAR GUID store     |                       | 00401C1F | 000000F0 | 45030849 | ----- GUID store
 Free space          |                       | 00401D0F | 0002E2E1 | 555064DF | ---- Free space
 NVAR GUID store     |                       | 0042FFF0 | 00000010 | 2F82779F | ---- GUID store
 Padding             | Empty (FFh)           | 00430000 | 00040000 | B7094978 | -- Padding
 Volume              | FFSv2                 | 00470000 | 00390000 | 8953B590 | -- 4F1C52D3-D824-4D2A-A2F0-EC40C23C5916
 File                | Freeform              | 00470078 | 0000102C | 61A8CA3D | --- 414D94AD-998D-47D2-BFCD-4E882241DE32
 Section             | Freeform subtype GUID | 00470090 | 00001014 | A8938EFB | ---- 5A88641B-BBB9-4AA6-80F7-498AE407C31F
 File                | Raw                   | 004710A8 | 00020018 | D3E201E3 | --- 05CA020B-0FC1-11DC-9011-00173153EBA8 | AMI ROM hole
 File                | Volume image          | 004910C0 | 002FAF25 | 29CC245A | --- 9E21FD93-9C72-4C15-8C4B-E77F1DB2D792
 Section             | GUID defined          | 004910D8 | 002FAF0D | 6DED2662 | ---- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 00000008 | DB37312F | ----- Raw section
 Section             | Volume image          |   N/A    | 0016D004 | 879AC748 | ----- Volume image section
 Padding             | Non-empty             |   N/A    | 0016D000 | 17BE00EE | ------ Padding
 Section             | Unknown 00h           |   N/A    | 00E3CE08 | F400536D | ----- Unknown 00h section
 Section             | Unknown 48h           |   N/A    | 000FEB0B | 237F4057 | ----- Unknown 48h section
 Padding             | Non-empty             |   N/A    | 000C46EC | 4FEB5A75 | ----- Non-UEFI data
 Free space          |                       | 0078BFE8 | 00074018 | 19061EEF | --- Volume free space
 Volume              | FFSv2                 | 00800000 | 003C0000 | 604064EA | -- B7A3CAAA-4E10-44A5-8C2C-D2F38D5B8083
 File                | Volume image          | 00800078 | 000C36A1 | ACB08017 | --- 5DDBF43F-914D-4B83-96A8-3A4F7CD3E59D
 Section             | GUID defined          | 00800090 | 000C3689 | 73AF64A5 | ---- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 0000000C | 7EBC7FC4 | ----- Raw section
 Section             | Volume image          |   N/A    | 0027C004 | 264501BB | ----- Volume image section
 Volume              | FFSv2                 |   N/A    | 0027C000 | 0FD2AA89 | ------ 81E9E0E0-D599-45E0-AE0A-B725AF4C075F
 File                | DXE driver            |   N/A    | 00000A56 | D1C6A122 | ------- A210F973-229D-4F4D-AA37-9895E6C9EABA | DpcDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00000A04 | E305EFB2 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 3B58DBF5 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000343E | A21DA4F5 | ------- 529D3F93-E8E9-4E73-B1E1-BDF6A9D50113 | ArpDxe
 Section             | PE32 image            |   N/A    | 00003404 | D758CD8C | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 9F5911EC | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000573E | 40FE6AB4 | ------- A2F436EA-A127-4EF8-957C-8048606FF670 | SnpDxe
 Section             | PE32 image            |   N/A    | 00005704 | A9CD1FAE | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 11974950 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00006FFE | FED1DDF0 | ------- 025BBFC7-E6A9-4B8B-82AD-6815A1AEAF4A | MnpDxe
 Section             | PE32 image            |   N/A    | 00006FC4 | 93D1A6B1 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | BCBE20BC | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000FA0A | 7EAB83EC | ------- B95E9FDA-26DE-48D2-8807-1F9107AC5E3A | UefiPxeBcDxe
 Section             | PE32 image            |   N/A    | 0000F9C4 | 7F56E353 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | 7426BBE3 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000C2FE | 2E887478 | ------- 1A7E4468-2F55-4A56-903C-01265EB7622B | TcpDxe
 Section             | PE32 image            |   N/A    | 0000C2C4 | 1BAC9FDE | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | EAF5E27E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000E15A | 9307B1E2 | ------- ECEBCB00-D9C8-11E4-AF3D-8CDCD426C973 | HttpBootDxe
 Section             | Raw                   |   N/A    | 00000034 | 96B44C98 | -------- Raw section
 Section             | PE32 image            |   N/A    | 0000E0E4 | 6F87616F | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001C | 0DCAB70E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000967E | 03C0BC5B | ------- 2366C20F-E15A-11E3-8BF1-E4115B28BC50 | HttpDxe
 Section             | PE32 image            |   N/A    | 00009644 | 7229BDD2 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000014 | 7BF48072 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000A0FE | DB39C7CC | ------- B219E140-DFFC-11E3-B956-0022681E6906 | DnsDxe
 Section             | PE32 image            |   N/A    | 0000A0C4 | 55360E5E | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | F9DF64FF | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000110A | FFB5EFC4 | ------- 22EA234F-E72A-11E4-91F9-28D2447C4829 | HttpUtilitiesDxe
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000010A4 | D7716ECF | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000026 | 69BE629E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000AB92 | 0FA46E5D | ------- 7CA1024F-EB17-11E5-9DBA-28D2447C4829 | TlsAuthConfigDxe
 Section             | DXE dependency        |   N/A    | 0000004C | 80D6A05A | -------- DXE dependency section
 Section             | Raw                   |   N/A    | 00000034 | 05BD1E03 | -------- Raw section
 Section             | PE32 image            |   N/A    | 0000AAC4 | D049EC4D | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000026 | D9F5D875 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0018EB9E | BB19C493 | ------- 3ACEB0C0-3C72-11E4-9A56-74D435052646 | TlsDxe
 Section             | PE32 image            |   N/A    | 0018EB64 | C3229841 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 7356C60C | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000082E2 | 146D0125 | ------- 94734718-0BBC-47FB-96A5-EE7A5AE6A2AD | Dhcp4Dxe
 Section             | PE32 image            |   N/A    | 000082A4 | 1CF7EF12 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | 5620EFF1 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00010992 | 6CE507D9 | ------- 9FB1A1F3-3B71-4324-B39A-745CBB015FFF | Ip4Dxe
 Section             | Raw                   |   N/A    | 00000034 | 1A7962FE | -------- Raw section
 Section             | PE32 image            |   N/A    | 00010924 | 3C716DEE | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | D76A369F | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00007522 | 0A69E620 | ------- DC3641B8-2FA8-4ED3-BC1F-F9962A03454B | Mtftp4Dxe
 Section             | PE32 image            |   N/A    | 000074E4 | 9B1B24DD | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 1316C69E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00006F3E | 115F09ED | ------- 6D6963AB-906D-4A65-A7CA-BD40E5D6AF2B | Udp4Dxe
 Section             | PE32 image            |   N/A    | 00006F04 | D3AB3DC4 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000014 | 667C5C7C | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00007E02 | 1B67EA84 | ------- 95E3669D-34BE-4775-A651-7EA41B69D89E | Dhcp6Dxe
 Section             | PE32 image            |   N/A    | 00007DC4 | 77C55EB1 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | 52D53FCC | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000174D2 | 8B9E1E19 | ------- 5BEDB5CC-D830-4EB2-8742-2D4CC9B54F2C | Ip6Dxe
 Section             | Raw                   |   N/A    | 00000034 | 8A00750D | -------- Raw section
 Section             | PE32 image            |   N/A    | 00017464 | 3E97076B | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | D39FE6A2 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00007962 | BF31FE9E | ------- 99F03B99-98D8-49DD-A8D3-3219D0FFE41E | Mtftp6Dxe
 Section             | PE32 image            |   N/A    | 00007924 | EE25E376 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 17E316A3 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00006D3E | 398D31C3 | ------- D912C7BC-F098-4367-92BA-E911083C7B0E | Udp6Dxe
 Section             | PE32 image            |   N/A    | 00006D04 | 987AD826 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000014 | 62898C41 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000783A | A5DCCE90 | ------- 28A03FF4-12B3-4305-A417-BB1A4F94081E | RamDiskDxe
 Section             | DXE dependency        |   N/A    | 0000005E | B3CDBF97 | -------- DXE dependency section
 Section             | Raw                   |   N/A    | 00000034 | 575D15D3 | -------- Raw section
 Section             | PE32 image            |   N/A    | 000076E4 | 3D9CAD4D | -------- PE32 image section
 Section             | Raw                   |   N/A    | 00000080 | 1B1751F0 | -------- Raw section
 Section             | UI                    |   N/A    | 0000001A | 28230069 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00001756 | 9DFF8D4A | ------- 67820532-7613-4DD3-9ED7-3D9BE3A7DA63 | Aint13
 Section             | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001704 | 3E9E1EE6 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 9848B1E2 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000230A | 6FB6F721 | ------- 4A3602BC-1A05-4C82-99B4-588CD2A32CD5 | LegacySredir
 Section             | DXE dependency        |   N/A    | 0000005E | 5CEA00AF | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00002264 | E505A53D | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | 67A9E416 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000013FE | 9101AC5F | ------- 4C006CD9-19BA-4617-8483-609194A1ACFC | UsbInt13
 Section             | DXE dependency        |   N/A    | 0000003A | 91C2C00F | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001384 | AE57770C | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | D268B3EE | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000DD32 | A71B9884 | ------- A062CF1F-8473-4AA3-8793-600BC4FFE9A8 | CsmDxe
 Section             | DXE dependency        |   N/A    | 00000094 | 31CF213E | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 0000DC64 | 729CE432 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000012 | 37C29376 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0000081E | 1CD0A4F6 | ------- C9A6DE36-FDFF-4FAF-8343-85D9E3470F43 | NvmeInt13
 Section             | DXE dependency        |   N/A    | 0000003A | 65A34935 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000007A4 | 082F6722 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 7C4754C3 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00000A3E | ED6166EE | ------- 10B7F979-741C-467E-8764-8DD50D8AD6C5 | SdioInt13
 Section             | DXE dependency        |   N/A    | 0000003A | 65A34935 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000009C4 | B712BABE | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 07A158CC | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000010BE | 5E41FF41 | ------- 858EBE6F-360F-415B-B7DC-463AAEB03412 | TcgLegacy
 Section             | DXE dependency        |   N/A    | 0000003A | 997541CA | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00001044 | D13815CE | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | F6D6CCCA | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00002E76 | 8A340341 | ------- 25ACF158-DD61-4E64-9A49-55851E9A26C7 | CsmBlockIo
 Section             | DXE dependency        |   N/A    | 000000EE | 96D65050 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00002D44 | 34A32D89 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001A | F1CE50D7 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000044D2 | 0FF2FC91 | ------- 29CF55F8-B675-4F5D-8F2F-B87A3ECFD063 | CsmVideo
 Section             | DXE dependency        |   N/A    | 000000EE | 96D65050 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000043A4 | 5101CC8D | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | 520C45A1 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 00001A8A | 6BEABB46 | ------- 291E46D4-CA63-4D33-9857-1397C9AD7C0D | LegacySmmSredir
 Section             | MM dependency         |   N/A    | 0000003A | FB0CBC42 | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00001A04 | EBDF373E | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000024 | DA20D61C | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 000054AE | 9BEE7867 | ------- F3331DE6-4A55-44E4-B767-7453F7A1A021 | MicrocodeUpdate
 Section             | MM dependency         |   N/A    | 0000005E | E581C172 | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00005404 | 1AF1508E | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000024 | 5A738B34 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | Freeform              |   N/A    | 000004B2 | 7CBC8218 | ------- A08276EC-A0FE-4E06-8670-385336C7D093
 Section             | Raw                   |   N/A    | 0000049A | 0B18016F | -------- Raw section
 File                | Freeform              |   N/A    | 00000714 | 3CA37863 | ------- E998C6D8-572B-4E18-96CC-031EA3DD558C
 Section             | Raw                   |   N/A    | 000006FC | AA22C95F | -------- Raw section
 File                | Freeform              |   N/A    | 00012C98 | 5DDA24A5 | ------- 365C62BA-05EF-4B2E-A7F7-92C1781AF4F9
 Section             | GUID defined          |   N/A    | 00012C80 | 6C0ABD2A | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 000264FB | B4BE2B0C | --------- Raw section
 Free space          |                       |   N/A    | 00000F10 | 25284E22 | ------- Volume free space
 Free space          |                       | 008C3720 | 002FC8E0 | B36FF6A7 | --- Volume free space
 Volume              | FFSv2                 | 00BC0000 | 000C0000 | 8BD5CADC | -- 3DA4F21C-189D-46A3-98C0-AF814EBF01B0
 File                | Pad                   | 00BC0078 | 00000F70 | F96E670D | --- Padding file
 File                | Raw                   | 00BC0FE8 | 00000418 | D306CFA8 | --- 201B32CB-21AD-4AB3-B21D-CEDD1A2053F7
 File                | Volume image          | 00BC1400 | 00034816 | 13D787F8 | --- F641AC56-3B92-4154-8547-80EF6AAFF551
 Section             | GUID defined          | 00BC1418 | 000347FE | 0CE3C6B7 | ---- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | Raw                   |   N/A    | 0000000C | 7EBC7FC4 | ----- Raw section
 Section             | Volume image          |   N/A    | 00067004 | F268F832 | ----- Volume image section
 Volume              | FFSv2                 |   N/A    | 00067000 | C0126B5A | ------ 14E428FA-1A12-4875-B637-8B3CC87FDF07
 File                | PEI module            |   N/A    | 0000077E | 900B1EF2 | ------- 76864548-0261-410E-A8B4-01615BFA3E0A | FwKeyHobPei
 Section             | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00000724 | 41D207EF | -------- TE image section
 Section             | UI                    |   N/A    | 0000001C | 3ECB1E95 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 00000A8A | 9AD424B1 | ------- ADF01BF6-47D6-495D-B95B-687777807214 | FirmwarePerformancePei
 Section             | PEI dependency        |   N/A    | 0000004C | 80338278 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 000009E4 | 48FB327A | -------- TE image section
 Section             | UI                    |   N/A    | 00000032 | 1B8027CC | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 0000CB82 | FD899A61 | ------- 24DDC83F-9F06-44AB-B696-60FE7DF2C948 | RstVmdPeim
 Section             | PEI dependency        |   N/A    | 00000016 | 4D01504D | -------- PEI dependency section
 Section             | GUID defined          |   N/A    | 0000CB52 | C898DE94 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 0001C904 | F4291C53 | --------- PE32 image section
 Section             | UI                    |   N/A    | 0000001A | 7CD1EB76 | --------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File                | PEI module            |   N/A    | 000029B2 | 7DC802B6 | ------- 59ADD62D-A1C0-44C5-A90F-A1168770468C | PlatformInitPostMem
 Section             | PEI dependency        |   N/A    | 0000003A | D8014D18 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00002924 | 6E8AD3CE | -------- TE image section
 Section             | UI                    |   N/A    | 0000002C | 753F9E6E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 0000088E | 6156A19F | ------- E60A79D5-DC9B-47F1-87D3-51BF697B6121 | CpuPei
 Section             | PEI dependency        |   N/A    | 00000070 | FD644210 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 000007E4 | B02708EA | -------- TE image section
 Section             | UI                    |   N/A    | 00000012 | 794A11B6 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 00011032 | E6156EAE | ------- 314EE04C-1106-4DC6-ACBC-CF19C0DBC5CC | PlatformInitAdvancedPostMem
 Section             | PEI dependency        |   N/A    | 0000004C | 16DA3E0B | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00010F84 | 8DC17F3E | -------- TE image section
 Section             | UI                    |   N/A    | 0000003C | 9BB3BD74 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 000008CA | 48A49012 | ------- 0D244DF9-6CE3-4133-A1CF-53200AB663AC | FspsWrapperPeim
 Section             | PEI dependency        |   N/A    | 0000003A | D7DFE49C | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00000844 | CD21E89A | -------- TE image section
 Section             | UI                    |   N/A    | 00000024 | 2B1E5C1C | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 0000374A | D9520F6E | ------- 960241A5-5CE6-4EBF-B9C4-E37D294BEBA9 | FspWrapperPeim
 Section             | PEI dependency        |   N/A    | 0000003A | 60AD4707 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 000036C4 | 5172F9B0 | -------- TE image section
 Section             | UI                    |   N/A    | 00000022 | 5C93F2C5 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 0000069A | 451E96C5 | ------- 3245EA7C-9209-41E7-BE2C-EB662B8C0622 | FspFirmwareVersionPeim
 Section             | PEI dependency        |   N/A    | 0000003A | 60AD4707 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00000604 | 910B261B | -------- TE image section
 Section             | UI                    |   N/A    | 00000032 | C7B1CA4D | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 000006A2 | A566E108 | ------- 655B0D2F-BCF1-4B1E-9A6A-A2E891BB50E4 | BiosGuardFirmwareVersionPeim
 Section             | PEI dependency        |   N/A    | 00000016 | 99E93E7C | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00000624 | 3783B0EE | -------- TE image section
 Section             | UI                    |   N/A    | 0000003E | 991DAE9B | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 00000666 | 47E717ED | ------- 1C8B7F78-1699-40E6-AF33-9B995D16B043 | PiSmmCommunicationPei
 Section             | PEI dependency        |   N/A    | 0000004C | 313A8103 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 000005C4 | 1D174CD3 | -------- TE image section
 Section             | UI                    |   N/A    | 00000030 | 2BF3E725 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 00001512 | 4AA9642F | ------- 89E549B0-7CFE-449D-9BA3-10D8B2312D71 | S3Resume2Pei
 Section             | PEI dependency        |   N/A    | 00000028 | BB3EB8AA | -------- PEI dependency section
 Section             | TE image              |   N/A    | 000014A4 | F30812DC | -------- TE image section
 Section             | UI                    |   N/A    | 0000001E | B64EB0F3 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 00000896 | 9A803945 | ------- BD87C542-9CFF-4D4A-A890-02B6AF986F34 | PeiOverClock
 Section             | PEI dependency        |   N/A    | 0000004C | C6725CD0 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00000804 | E7E53298 | -------- TE image section
 Section             | UI                    |   N/A    | 0000001E | 03BE5C63 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 0000258A | ACFFEEFD | ------- 34989D8E-930A-4A95-AB04-2E6CFDFF6631 | TcgPei
 Section             | PEI dependency        |   N/A    | 0000004C | 7B738316 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00002504 | C250466B | -------- TE image section
 Section             | UI                    |   N/A    | 00000012 | 22E8E9C3 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 0000AFA6 | D0E02EF4 | ------- 961C19BE-D1AC-4BA7-87AF-4AE0F09DF2A6 | TrEEPei
 Section             | PEI dependency        |   N/A    | 0000005E | C6F998BD | -------- PEI dependency section
 Section             | TE image              |   N/A    | 0000AF0C | C60526BF | -------- TE image section
 Section             | UI                    |   N/A    | 00000014 | CE0A84A9 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 0000C052 | B7832D7D | ------- 0D8039FF-49E9-4CC9-A806-BB7C31B0BCB0 | AmiTpm20PlatformPei
 Section             | PEI dependency        |   N/A    | 0000004C | DC3D3889 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 0000BFB4 | 725E9AEA | -------- TE image section
 Section             | UI                    |   N/A    | 0000002C | 3ADBE904 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 0000044A | 32A9F56B | ------- 1C98780A-C67D-4D9B-A9D8-4AC0487A6D6E | PcdRecoveryPei
 Section             | PEI dependency        |   N/A    | 0000003A | C6991EFF | -------- PEI dependency section
 Section             | TE image              |   N/A    | 000003C4 | 8EA48265 | -------- TE image section
 Section             | UI                    |   N/A    | 00000022 | DDEFD2CF | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | PEI module            |   N/A    | 00005D99 | C8F4A96B | ------- 67451698-1825-4AC5-999D-F350CC7D5D72 | CryptoPPI
 Section             | PEI dependency        |   N/A    | 00000070 | D5588B51 | -------- PEI dependency section
 Section             | GUID defined          |   N/A    | 00005D11 | 91954A10 | -------- EE4E5898-3914-4259-9D6E-DC7BD79403CF
 Section             | PE32 image            |   N/A    | 0000A744 | 07FF07E9 | --------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | CEEB090F | --------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | --------- Version section
 File                | PEI module            |   N/A    | 000005F2 | 49310E30 | ------- D2ABC888-AE13-4E3B-BCEE-5DE368FA4E72 | MsegSmramPeim
 Section             | PEI dependency        |   N/A    | 00000028 | C05D1940 | -------- PEI dependency section
 Section             | TE image              |   N/A    | 00000584 | F4BE0F04 | -------- TE image section
 Section             | UI                    |   N/A    | 00000020 | A43684F5 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
